text,label,sentiment
australia six state new south wale nsw queensland qld south australia sa tasmania ta victoria vic western australia wa three mainland territory australian capital territory act northern territory nt jervis bay territory jbt respect act nt function state except commonwealth parliament power modify repeal legislation passed territory parliament constitution state essentially plenary legislative power legislate subject whereas commonwealth federal parliament may legislate within subject area enumerated section 51 example state parliament power legislate respect education criminal law state police health transport local government commonwealth parliament specific power legislate area however commonwealth law prevail state law extent inconsistency state major mainland territory parliament unicameral northern territory act queensland bicameral state state sovereign entity although subject certain power commonwealth defined constitution,Australia,0.5994
lower house known legislative assembly house assembly south australia tasmania upper house known legislative council head government state premier territory chief minister king represented state governor northern territory administrator commonwealth king representative governor general commonwealth parliament also directly administers external territory ashmore cartier island christmas island coco keeling island coral sea island heard island mcdonald island claimed region australian antarctic territory well internal jervis bay territory naval base sea port national capital land formerly part new south wale external territory norfolk island previously exercised considerable autonomy norfolk island act 1979 legislative assembly administrator represent monarch,Australia,-0.0258
recent decade australia foreign relation driven close association united state anzus pact focus relationship within asia pacific region regional power australia member regional cultural grouping including pacific island forum pacific community commonwealth nation participant asean mechanism east asia summit australia member several defence intelligence security grouping including five eye intelligence alliance united state united kingdom canada new zealand anzus alliance united state new zealand aukus security treaty united state united kingdom quadrilateral security dialogue united state india japan five power defence arrangement new zealand united kingdom malaysia singapore reciprocal access defence security agreement japan australia pursued cause international trade liberalisation led formation cairn group asia pacific economic cooperation member organisation economic co operation development oecd world trade organization wto,Australia,0.9903
australia high income mixed market economy rich natural resource world thirteenth largest nominal term 18th largest ppp 2021 second highest amount wealth per adult luxembourg thirteenth highest financial asset per caput australia labor force 13 million unemploynment rate june 2022 according australian council social service poverty rate australia exceeds 13 population encompassing million,Australia,0.8176
also estimated 774 000 17 child age 15 living relative poverty australian dollar national currency also shared three island state pacific kiribati nauru tuvalu australian government debt 963 billion exceeds 45 country total gdp world eighth highest australia second highest level household debt world 2020 switzerland house price among highest world especially large urban area led many analyst arguing property bubble large service sector account 71 total gdp followed industrial sector 25 agriculture sector far smallest making total gdp,Australia,-0.836
australia world 21st largest exporter 24th largest importer china australia largest trading partner wide margin accounting roughly 40 country export 17 import major export market include japan united state south korea australia high level competitiveness economic freedom ranked eighth human development index 2022 ranked twelfth index economic freedom nineteenth global competitiveness report attracted million international tourist 2019 ranked thirteenth among country asia pacific 2019 inbound tourism,Australia,0.9325
2019 australia spent 35 billion research development allocating 79 gdp recent study accenture tech council show australian tech sector combined contributes 167 billion year economy employ 861 000 people country recognized important sector type mining australia continues highest penetration technology especially drone autonomous remote controlled vehicle mine management software addition australian recent startup ecosystem growing annually rate sydney melbourne ecosystem already valued 25 billion australia consistently ranked high global innovation index gii,Australia,0.7906
1788 second world war vast majority settler immigrant came british isle principally england ireland scotland although significant immigration china germany 19th century decade immediately following second world war australia received large wave immigration across europe many immigrant arriving southern eastern europe previous decade since end white australia policy 1973 australia pursued official policy multiculturalism large continuing wave immigration across world asia largest source immigrant 21st century today australia world eighth largest immigrant population immigrant accounting 30 population highest proportion among major western nation 160 323 permanent immigrant admitted australia 2018 2019 excluding refugee whilst net population gain 239 600 people permanent temporary immigration year majority immigrant skilled immigration program includes category family member refugee,Australia,-0.4939
although australia official language english de facto national language australian english major variety language distinctive accent lexicon differs slightly variety english grammar spelling general australian serf standard dialect 2021 census english language spoken home 72 population next common language spoken home mandarin arabic vietnamese cantonese punjabi 250 australian aboriginal language thought existed time first european contact fewer twenty still daily use age group,Australia,0.0
australia state religion section 116 australian constitution prohibits federal government making law establish religion impose religious observance prohibit free exercise religion 2021 census 38 population identified religion 15 2001 largest religion christianity 43 population largest christian denomination roman catholic church 20 population anglican church australia multicultural immigration since second world war led growth non christian religion largest islam hinduism buddhism sikhism judaism 2021 000 people declared affiliation traditional aboriginal religion australian aboriginal mythology animist framework developed aboriginal australia dreaming sacred era ancestral totemic spirit being formed creation,Australia,0.3818
australia life expectancy 83 year 81 year male 85 year female fifth highest world highest rate skin cancer world cigarette smoking largest preventable cause death disease responsible total mortality disease ranked second preventable cause hypertension obesity third australia ranked 35th world 2012 proportion obese woman near top developed nation proportion obese adult 63 adult population either overweight obese australia spent around 91 total gdp healthcare 2021 introduced universal health care 1975,Australia,-0.6705
school attendance registration home schooling compulsory throughout australia education responsibility individual state territory rule vary state general child required attend school age 16 state western australia northern territory new south wale child aged 16 17 required either attend school participate vocational training apprenticeship australia adult literacy rate estimated 99 2003 however 2011 2012 report australian bureau statistic reported tasmania literacy numeracy rate 50 australia 37 government funded university three private university well number specialist institution provide approved course higher education level oecd place australia among expensive nation attend university,Australia,0.6369
state based system vocational training known tafe many trade conduct apprenticeship training new tradespeople 58 australian aged 25 64 vocational tertiary qualification tertiary graduation rate 49 highest among oecd country 30 australia population attained higher education qualification among highest percentage world australia highest ratio international student per head population world large margin 812 000 international student enrolled nation university vocational institution 2019 accordingly 2019 international student represented average 26 student body australian university international education therefore represents one country largest export pronounced influence country demographic significant proportion international student remaining australia graduation various skill employment visa,Australia,0.2023
australia 100 000 aboriginal rock art site traditional design pattern story infuse contemporary indigenous australian art last great art movement 20th century according critic robert hughes exponent include emily kame kngwarreye early colonial artist showed fascination unfamiliar land impressionistic work arthur streeton tom robert member 19th century heidelberg school first distinctively australian movement western art gave expression nationalist sentiment lead federation school remained influential 1900s modernist margaret preston later sidney nolan explored new artistic trend landscape remained central work aboriginal watercolourist albert namatjira well fred williams brett whiteley post war artist whose work eclectic style yet uniquely australian moved figurative abstract australian literature grew slowly decade following european settlement though indigenous oral tradition many since recorded writing much older,Australia,0.8316
19th century henry lawson banjo paterson captured experience bush using distinctive australian vocabulary work still popular paterson bush poem waltzing matilda 1895 regarded australia unofficial national anthem mile franklin namesake australia prestigious literary prize awarded annually best novel australian life first recipient patrick white went win nobel prize literature 1973 australian booker prize winner include peter carey thomas keneally richard flanagan,Australia,0.9826
story kelly gang 1906 world first feature length narrative film spurred boom australian cinema silent film era world war hollywood monopolised industry 1960s australian film production effectively ceased benefit government support australian new wave 1970s brought provocative successful film many exploring theme national identity wake fright gallipoli crocodile dundee ozploitation movement mad max series became international blockbuster film market flooded foreign content australian film delivered share local box office 2015 aactas australia premier film television award notable academy award winner australia include geoffrey rush nicole kidman cate blanchett heath ledger australia two public broadcaster australian broadcasting corporation multicultural special broadcasting service three commercial television network several pay tv service numerous public non profit television radio station,Australia,0.9744
indigenous australian group subsisted simple hunter gatherer diet native fauna flora otherwise called bush tucker first settler introduced british irish cuisine continent influence seen enduring popularity several british dish fish chip quintessential australian dish australian meat pie related british steak pie post war immigration transformed australian cuisine instance southern european migrant helped build thriving australian coffee culture gave rise australian coffee drink flat white east asian migration led dish cantonese influenced dim sim chiko roll well distinct australian chinese cuisine,Australia,0.0772
cricket football predominant sport australia summer winter month respectively australia unique professional league four football code originating melbourne 1850s australian rule football popular code state except new south wale queensland rugby league hold sway followed rugby union soccer ranked fourth popularity resource highest overall participation rate cricket popular across border regarded many australian national sport,Australia,0.8779
australian national cricket team competed england first test match 1877 first one day international 1971 new zealand first twenty20 international 2004 winning three game also participated every edition cricket world cup winning tournament record five time australia one five nation participated every summer olympics modern era hosted game twice 1956 melbourne 2000 sydney also set host 2032 game brisbane australia also participated every commonwealth game hosting event 1938 1962 1982 2006 2018 well regular fifa world cup participant australia ofc nation cup four time afc asian cup country championship two different fifa confederation major international event held australia include australian open tennis grand slam tournament australian formula one grand prix,Australia,0.9349
first modern human inhabitant australia arrived north 40 000 60 000 year ago thousand year eventually spread across whole landmass indigenous australian long established throughout western australia time european explorer began arrive early 17th century first european visit western australia dutch dirk hartog expedition 25 october 1616 landed known cape inscription dirk hartog island rest 17th century dutch british navigator encountered coast abel tasman named new holland 1644 usually unintentionally demonstrated many shipwreck along coast ship deviated brouwer route poor navigation storm,Australia,-0.4767
late 18th century british french sailor begun explore western australian coast baudin expedition 1800 03 included coast western australia resulted freycinet map 1811 first published map featuring full outline australia name new holland remained popular semi official use least mid 1850s use 206 year comparison name australia date use 193 year 11 origin present state began establishment lockyer convict supported settlement new south wale king george iii sound settlement formally annexed 21 january 1827 lockyer commanded union jack raised feu de joie fired troop,Australia,0.128
settlement founded response british concern possibility french colony established coast western australia march 1831 transferred control swan river colony named albany 1832 1829 swan river colony established swan river captain james stirling 1832 british settler population colony reached around 500 official name colony changed western australia february year two separate townsites colony developed slowly port city fremantle state capital perth,Australia,0.1027
york first inland settlement western australia situated 97 kilometre 60 mi east perth settled 16 september 1831 york staging point early explorer discovered rich gold reserve kalgoorlie population growth slow significant discovery gold made 1890s around kalgoorlie 1887 new constitution drafted providing right self governance european australian 1890 act granting self government colony passed british parliament john forrest became first premier western australia,Australia,0.8519
bulk western australia consists extremely old yilgarn craton pilbara craton merged deccan plateau india madagascar kaapvaal zimbabwe craton southern africa archean eon form ur one oldest supercontinents earth billion year ago may 2017 evidence earliest known life land may found 48 billion year old geyserite related mineral deposit often found around hot spring geyser uncovered pilbara craton mountain building since stirling range rifting antarctica land extremely eroded ancient part state 245 metre 085 ft ahd mount meharry hamersley range pilbara region state low plateau average elevation 400 metre 200 ft low relief surface runoff descends relatively sharply coastal plain case forming sharp escarpment darling range darling scarp near perth extreme age landscape meant soil remarkably infertile frequently laterised,Australia,0.8176
even soil derived granitic bedrock contain order magnitude le available phosphorus half much nitrogen soil comparable climate continent soil derived extensive sandplains ironstone even le fertile nearly devoid soluble phosphate deficient zinc copper molybdenum sometimes potassium calcium infertility soil required heavy application farmer fertilizer resulted damage invertebrate bacterial population grazing use hoofed mammal later heavy machinery year resulted compaction soil great damage fragile soil,Australia,-0.3182
southwest coastal area mediterranean climate originally heavily forested including large stand karri one tallest tree world agricultural region one nine bio diverse terrestrial habitat higher proportion endemic specie equivalent region thanks offshore leeuwin current area one top six region marine biodiversity contains southerly coral reef world average annual rainfall varies 300 millimetre 12 edge wheatbelt region 400 millimetre 55 wettest area near northcliffe november march evaporation exceeds rainfall generally dry,Australia,0.5719
plant adapted well extreme poverty soil central two third state arid sparsely inhabited significant economic activity mining annual rainfall average le 300 millimetre 10 occurs sporadic torrential fall related cyclone event summer exception northern tropical region kimberley extremely hot monsoonal climate average annual rainfall ranging 500 500 millimetre 20 60 long almost rainless season april november,Australia,-0.1027
eighty five percent state runoff occurs kimberley occurs violent flood insurmountable poverty generally shallow soil development taken place along ord river snow rare state typically occurs stirling range near albany mountain range far enough south sufficiently elevated rarely snow fall nearby porongurup range snow outside area major event usually occurs hilly area southwestern australia widespread low level snow occurred 26 june 1956 snow reported perth hill far north wongan hill far east salmon gum,Australia,-0.8519
western australia home around 630 specie bird depending taxonomy used around 15 endemic state best area bird southwestern corner state area around broome kimberley flora western australia comprises 10 162 published native vascular plant specie along 196 specie currently recognised unpublished occur within 543 genus 211 family also 276 naturalised alien invasive plant specie commonly known weed,Australia,0.6369
southwest region largest number plant specie area world western australia ecoregions include sandstone gorge kimberley northern coast drier victoria plain tropical savanna inland semi desert pilbara shrublands carnarvon xeric shrublands western australian mulga shrublands southwest southward along coast southwest australia savanna swan coastal plain around perth jarrah karri forest shrublands southwest corner coast around margaret river wine growing area going east along southern ocean coast goldfield esperance region including esperance mallee coolgardie woodland inland around town coolgardie desert occupy interior including great sandy tanami desert gibson desert great victoria desert nullarbor plain,Australia,0.8807
european began settle permanently 1826 albany claimed britain forestall french claim western third continent perth founded swan river colony 1829 british irish settler though outpost languished official eventually requested convict labour augment population 1890s interstate immigration resulting mining boom goldfield region resulted sharp population increase western australia receive significant flow immigrant britain ireland elsewhere british empire early 20th century,Australia,0.4767
time local project group settlement scheme 1920s encouraged farmer settle southwest increased awareness australia western third destination colonist led immigrant british isle western australia population developed faster rate twentieth century previously world war ii eastern state western australia received large number italian croatian macedonian despite britain contributed greatest number immigrant day western australia particularly perth highest proportion british born state 10 2011 compared national average,Australia,-0.471
western australia economy largely driven extraction processing diverse range mineral petroleum commodity structure economy closely linked natural resource providing comparative advantage resource extraction processing consequence western australia contributes estimated 58 australia mineral energy export potentially earning 64 australia total gdp gross state product per person 97 940 2017 18 higher state well national average 73 267 diversification,Australia,0.5574
greater range commodity past 15 year provided balanced production base le reliance major export market insulating economy fluctuation world price extent finance insurance property service construction grown steadily increased share economic output recent growth global demand mineral petroleum especially china iron ore japan lng ensured economic growth national average 2019 western australia overseas export accounted 46 nation total state major export commodity included iron ore petroleum gold alumina nickel wheat copper lithium chemical mineral sand western australia world largest iron ore producer 32 world total extract 67 world production australia 324 tonne gold major world producer bauxite processed alumina four refinery providing 11 total world production,Australia,0.8591
diamond extracted world largest diamond mine far north kimberley region coal mined collie main fuel baseload electricity generation state south west agricultural production wa major contributor state national economy although tending highly seasonal period 2010 2019 wheat production wa averaged nearly 10 million tonne 816 billion 2019 accounting half nation total providing billion export income significant farm output includes wool beef lamb barley canola lupin oat pulse high level overseas demand live animal wa driven mainly southeast asia feedlot middle eastern country islamic dietary law lack storage refrigeration facility favour live animal import processed meat half australia live cattle export come western australia resource sector growth recent year resulted significant labour skill shortage leading recent effort state government encourage interstate overseas immigration,Australia,0.886
according 2006 census median individual income 500 per week western australia compared 466 australia whole median family income 1246 per week compared 1171 australia recent growth also contributed significant rise average property value 2006 although value plateaued 2007 located south perth heavy industrial area kwinana nation largest oil refinery capacity 146 000 barrel oil per day producing state petrol diesel kwinana also host alumina nickel processing plant port facility grain bulk export support industry mining petroleum heavy light engineering metal fabrication,Australia,0.872
austal associated support industry found nearby henderson north kwinana significant secondary industry include cement building product manufacturing flour milling food processing animal feed production automotive body building printing western australia significant fishing industry product local consumption export include western rock lobster prawn crab shark tuna well pearl fishing kimberley region state processing conducted along west coast,Australia,0.7506
recent year tourism grown importance significant number visitor state coming uk ireland 28 european country 14 singapore 16 japan 10 malaysia revenue tourism strong economic driver many smaller population centre outside perth especially coastal location tourism form major part western australian economy 833 100 international visitor making 12 total international tourism australia year ending march 2015 top three source market include united kingdom 17 singapore 10 new zealand 10 majority purpose visitation holiday vacation reason tourism industry contributes billion western australian economy support 94 000 job within state,Australia,0.9423
western australia granted self government 1890 bicameral parliament located perth consisting legislative assembly lower house 59 member legislative council upper house 36 member suffrage universal compulsory citizen 18 year age federation australian colony 1901 western australia became state within australia federal structure involved ceding certain power commonwealth federal government accordance constitution power specifically granted commonwealth remained solely state however time commonwealth effectively expanded power broad interpretation enumerated power increasing control taxation financial distribution see federalism australia whilst sovereign western australia king australia charles iii executive power nominally vested state representative governor currently chris dawson executive power rest premier minister drawn party coalition party holding majority seat legislative assembly,Australia,0.8957
secessionism recurring feature western australia political landscape since shortly european settlement 1826 western australia reluctant participant commonwealth australia western australia participate earliest federation conference longer term resident western australia generally opposed federation however discovery gold brought many immigrant part australia resident primarily kalgoorlie also albany voted join commonwealth proposal area admitted separately name auralia considered referendum april 1933 68 voter voted state leave commonwealth australia aim returning british empire autonomous territory,Australia,0.1027
education western australia consists one year pre school age followed six year primary education student 2015 age 12 13 student begin six year secondary education student required attend school 16 year old sixteen 17 year old required enrolled school training organisation employed combination school training employment student option study tafe college year 10 continue year 12 vocational course university entrance course five university western australia,Australia,0.0
western australia two daily newspaper seven west medium owned tabloid west australian kalgoorlie miner also published one weekend paper weekend west one sunday tabloid newspaper also owned seven west medium purchase news corporation sunday time also 17 weekly community newspaper distribution yanchep north mandurah south two major weekly rural paper state countryman australian community medium owned farm weekly national broadsheet publication australian also available although sale per caput lagging far behind state,Australia,-0.2732
metropolitan perth five broadcast television station abc tv wa callsign abw channel 12 digital sb wa callsign sb channel 29 digital channel digital since 2013 retune seven network perth callsign tvw channel digital nine network perth callsign stw channel digital network ten perth,Australia,0.0
callsign new channel 11 digital perth formerly west tv free air community television channel began broadcasting april 2010 ceased broadcasting february 2020 replaced access 31 ceased broadcasting august 2008 regional wa similar availability station perth geographically one largest television market world including almost one third continent golden west network gwn7 owned seven west medium,Australia,0.5106
callsigns ssw south west vew goldfield esperance gtw central west waw remote area win television wa affiliated nine callsign wow west digital television affiliated ten callsigns sdw south west vdw goldfield esperance gdw central west wdw remote area regional wa used westlink open narrowcast community based television channel satellite westlink discontinuation 2018 satellite addition broadcaster operate digital multichannels abc hd carried abw abc tv plus carried abw abc carried abw abc news carried abw sb hd carried sb sb viceland carried sb sb world movie carried sb sb food carried sb nitv carried sb sb worldwatch carried sb 7hd carried tvw 7two carried tvw affiliate 7mate carried tvw affiliate 7flix carried tvw racing com carried tvw affiliate 9hd carried stw affiliate 9gem carried stw affiliate 9go,Australia,0.8225
western australia home one country leading performance training institution acclaimed western australian academy performing art waapa well burgeoning theatrical musical scene notable musician band born lived western australia include adam brand ammonia karnivool bird tokyo bon scott eskimo joe johnny young gyroscope john butler trio tame impala kevin mitchell tim minchin troye sivan kill devil hill pendulum pigram brother rolf harris stella donnelly triffids west australian music industry award wamis awarded every year leading musician performer wa since 2001 notable actor television personality western australia include heath ledger sam worthington ernie dingo jessica marais megan gale rove mcmanus isla fisher melissa george film television series filmed partly filmed western australia include rabbit proof fence height mystery road final hour cloudstreet jasper jones australia bran nu dae red dog abba movie last train freo noted western australian indigenous painter artisan include jack dale mengenen paddy bedford queenie mckenzie sibling nyuju stumpy brown rover thomas west australian symphony orchestra waso based perth concert hall,Australia,-0.4215
concert performance indoor sporting venue western australia include majesty theatre state theatre centre western australia crown theatre perth arena opened 2012 performing art company based perth include west australian ballet west australian opera black swan state theatre company perth theatre company western australia served setting number work australian literature prominent author include katharine susannah prichard randolph stow tim winton kim scott sally morgan joan london mary durack craig silvey public art gallery western australia part perth cultural centre,Australia,0.3818
number national international sporting team event based state including australian rule football west coast eagle fremantle docker compete australian football league afl also woman team playing afl woman league west australian football league wafl main local football competition local amateur football league exist across state baseball perth heat compete australian baseball league basketball perth wildcat men perth lynx woman compete national basketball league woman national basketball league respectively,Australia,0.5423
cricket western australia represent state first class list domestic cricket perth scorcher competing twenty20 big bash league field hockey thundersticks men diamond woman compete australian hockey league netball west coast fever compete anz championship rugby league west coast pirate compete ball cup rugby union western force competes national rugby championship,Australia,0.802
badge order australia convex disc gold ak ad ac gilt aos am oams representing golden wattle flower centre ring representing sea word australia two branch golden wattle whole disc topped crown st edward ac badge decorated citrine blue enamelled ring enamelled crown ao badge similar without citrine,Australia,0.0
badge crown enamelled oam badge plain ak ad badge similar ac badge difference contains centre enamelled disc bearing image coat arm australia star knight dame convex golden disc decorated citrine blue royally crowned inner disc bearing image coat arm australia ribbon order blue central stripe golden wattle flower design military division additional golden edge stripe ak male ac aos wear badge necklet male am oams wear ribbon left chest woman usually wear badge bow left shoulder although may wear insignia male desired gold lapel pin daily wear issued badge order time investiture ak ad ac lapel pin feature citrine central jewel ao lapel pin blue enamelled centre oam lapel pin plain,Australia,0.5574
since 1976 australian citizen may nominate person order australia award people australian citizen may awarded honorary membership order level nomination form submitted director honour secretariat position within office official secretary governor general australia government house canberra forwarded council order australia prime minister day appoints council chair seven community representative state territory appoints representative ex officio member council chair january 2021 former country liberal party chief minister northern territory shane stone council make recommendation governor general,Australia,0.9325
award announced australia day king birthday public holiday june occasion special announcement governor general usually honorary award appointment new governor general governor general present order insignia new appointee appointment order made posthumously however nominee dy accepting appointment relevant announcement date appointment stand announced effect later date nominee death awardees may subsequently resign order council may advise governor general remove individual order may cancel award announcement award cancellation resignation appear commonwealth gazette people awarded honour option information appear honour website,Australia,0.9781
order australia established 14 february 1975 letter patent queen elizabeth ii australia australian monarch countersigned prime minister australia gough whitlam original order three level companion ac officer ao member well two division civil division military division time also announced australian prime minister would longer nominate person british imperial honour new practice extend nomination state premier 24 may 1976 level knight ak dame ad medal order australia oam created queen advice whitlam successor malcolm fraser civil division renamed general division level knight dame awarded general division,Australia,0.9477
following 1983 federal election prime minister bob hawke advised abolition knight dame level march 1986 queen co signed letter patent revoking level existing knight dame affected change period 1976 1983 twelve knight two dame created 19 march 2014 prime minister tony abbott advised queen reinstate level knight dame queen co signed letter patent bring effect change publicly announced 25 march gazetted 17 april 2014,Australia,0.1027
four knight dame could appointed year queen australia advice prime minister australia consultation chairman order australia council five award knight dame made outgoing governor general quentin bryce successor peter cosgrove recent chief defence force angus houston recent governor new south wale marie bashir prince philip last award met ridicule dismay australian medium australian labor party continued oppose knighthood damehoods leader opposition bill shorten stated march 2014 party would discontinue level win next australian federal election abbott tenure prime minister ended september 2015 two month coming office november 2015 pro republican prime minister malcolm turnbull announced queen approved request amend order letter patent cease award level existing title would affected,Australia,0.9618
sovereign head order king australia charles iii chancellor principal companion governor general australia david hurley secretary official secretary governor general australia paul singer king charles iii prince wale appointed knight order australia ak 14 march 1981 australian citizen even though heir australian throne time would required award honorary overcome issue appointment created amendment constitution order australia special letter patent signed queen recommendation prime minister malcolm fraser march 2014 knight dame level abolished 1986 prime minister bob hawke reintroduced order australia tony abbott time abbott announced future appointment level would recommended prime minister alone rather council order australia case lower level order accordance statute 2014 prince philip duke edinburgh created knight order letter patent signed queen january 2015 abbott advice,Australia,0.8481
office official secretary governor general 2014 order australia pdf canberra government house archived original pdf february 2015 retrieved february 2015,Australia,0.3182
number appropriate term use referring aboriginal people australia general agreement important respect preference individual family community allow define comfortable referring aboriginal people word aboriginal english language since least 16th century mean first earliest known indigenous come latin ab origo origin beginning term used australia describe aboriginal people early 1789 became capitalised employed common name refer aboriginal torres strait islander although today latter included term term aborigine opposed aboriginal disfavoured regarded colonialist connotation term indigenous australian grown popularity since 1980s many aboriginal torres strait islander people dislike feeling generic remove identity,Australia,0.9274
genetic study revealed aboriginal australian largely descended eastern eurasian population wave closely related oceanians melanesians aboriginal australian also show affinity australasian population negritos indigenous south asian group andamanese people well east asian people phylogenetic data suggests early initial eastern lineage ena trifurcated somewhere south asia gave rise australasians oceanians indigenous south asian andamanese east southeast asian lineage including ancestor native american although oceanians specifically papuan aboriginal australian may also received geneflow earlier group xooa well around next additional archaic admixture sahul region genetically aboriginal australian closely related melanesian papuan people also another component could indicate south asian admixture recent european influence research indicates single founding sahul group subsequent isolation regional population relatively unaffected later migration asian mainland may introduced dingo 000 year ago,Australia,0.128
research also suggests divergence papuan people new guinea mamanwa people philippine 32 000 year ago rapid population expansion 000 year ago 2011 genetic study found evidence aboriginal papuan mamanwa people carry allele associated denisovan people asia found amongst population mainland asia suggesting modern archaic human interbred asia approximately 44 000 year ago australia separated new guinea migration australia 2012 paper report also evidence substantial genetic flow india northern australia estimated slightly four thousand year ago time change tool technology food processing appear australian archaeological record suggesting may related aboriginal australian men haplogroup m347 high frequency peak estimate ranging 60 68 addition basal form k2 m526 extremely ancient haplogroup k2 whose subclades haplogroup haplogroup haplogroup haplogroup found majority european northern south asian native american indigenous people oceania found living human today amongst aboriginal australian 27 may carry k2 approximately 29 aboriginal australian male belong subclades k2b1,Australia,0.2023
1900 recorded indigenous population australia declined approximately 93 000 however partial count aboriginal people torres strait islander poorly covered desert aboriginal people counted 1930s first half twentieth century many indigenous australian worked stockman sheep station cattle station extremely low wage indigenous population continued decline reaching low 74 000 1933 number began recover 1995 population number reached pre colonisation level 2010 around 563 000 indigenous australian although british subject indigenous australian nominally entitled vote generally merged mainstream society,Australia,0.0294
western australia queensland specifically excluded aboriginal torres strait islander people electoral roll despite commonwealth franchise act 1902 excluded aboriginal native australia asia africa pacific island except new zealand voting unless roll 1901 south australia insisted voter enfranchised within border would remain eligible vote commonwealth aboriginal torres strait islander people continued added roll albeit haphazardly despite effort bar enlistment 000 indigenous australian fought australia first world war 1934 saw first appeal high court aboriginal australian succeeded dhakiyarr found wrongly convicted murder white policeman sentenced death case focused national attention aboriginal right issue dhakiyarr disappeared upon release,Australia,-0.9451
1960s pivotal decade assertion aboriginal right time growing collaboration aboriginal activist white australian activist 1962 commonwealth legislation specifically gave aboriginal people right vote commonwealth election group university sydney student organised bus tour western coastal new south wale town 1965 raise awareness state aboriginal health living condition freedom ride also aimed highlight social discrimination faced aboriginal people encourage aboriginal people resist discrimination mentioned indigenous australian received lower wage non indigenous counterpart employment aboriginal torres strait islander people queensland particular income quarantined protector allowed minimal amount income,Australia,0.8555
1966 vincent lingiari led famous wave hill walk gurindji strike indigenous employee wave hill station protest poor pay condition later subject paul kelly kev carmody song little thing big thing grow since 1999 queensland government pressure queensland council union established number scheme give earned income received time back indigenous australian landmark 1967 referendum called prime minister harold holt allowed commonwealth make law respect aboriginal people modifying section 51 xxvi constitution aboriginal people included country count determine electoral representation repealing section 127 referendum passed 90 77 voter support controversial 1971 gove land right case justice blackburn ruled australia terra nullius british settlement concept native title existed australian law following 1973 woodward commission 1975 federal government gough whitlam drafted aboriginal land right bill enacted following year fraser government aboriginal land right northern territory act 1976 recognised aboriginal australian system land right northern territory established basis upon aboriginal people nt could claim right land based traditional occupation 1985 australian government returned ownership uluru ayers rock pitjantjatjara aboriginal people,Australia,0.2023
1992 high court australia reversed justice blackburn ruling handed decision mabo case declaring previous legal concept terra nullius invalid confirming existence native title australia indigenous australian began serve political office 1970s 1971 neville bonner joined australian senate senator queensland liberal party becoming first indigenous australian federal parliament year later aboriginal tent embassy established step parliament house canberra 1976 sir douglas nicholls appointed 28th governor south australia first aboriginal person appointed vice regal office general election 2010 ken wyatt liberal party became first indigenous australian elected australian house representative,Australia,0.8519
general election 2016 linda burney australian labor party became second indigenous australian first indigenous australian woman elected australian house representative immediately appointed shadow minister human service sport evonne goolagong cawley became world number one ranked tennis player 1971 14 grand slam title career 1973 arthur beetson became first indigenous australian captain country sport first led australian national rugby league team kangaroo 1982 mark ella became captain australian national rugby union team wallaby 2000 aboriginal sprinter cathy freeman lit olympic flame opening ceremony 2000 summer olympics sydney went win 400 metre game,Australia,0.872
time australia used various mean determine membership ethnic group lineage blood quantum birth self determination 1869 well 1970s child 12 year age 25 le aboriginal blood considered white often removed family australian federal state government agency church mission act respective parliament order would reasonable chance absorption white community rightly belong grey area determination ethnicity led people mixed ancestry caught middle divisive policy often led absurd situation 1935 australian part indigenous descent left home reserve visit nearby hotel ejected aboriginal returned home refused entry reserve aboriginal attempted remove child reserve told could aboriginal,Australia,0.8519
walked next town arrested aboriginal vagrant sent reserve world war ii tried enlist rejected aborigine moved another state enlisted non aborigine end war applied passport rejected aborigine obtained exemption aborigine protection act told could longer visit relative aborigine later told could join returned serviceman club aborigine 1983 high court australia commonwealth tasmania tasmanian dam case defined aboriginal torres strait islander person aboriginal torres strait islander descent identifies aboriginal torres strait islander accepted community life,Australia,-0.9349
